# Multilingual Google Product Taxonomy
# Generated from monolingual files with wikidata mappings
# Format: ID | hierarchy_depth | wikidata_uri | language_code:category_name | ...

1 | 1 | http://www.wikidata.org/entity/Q116957923 | cs-CZ:Chovatelství | da-DK:Dyr og tilbehør til kæledyr | de-CH:Tiere & Tierbedarf | de-DE:Tiere & Tierbedarf | en-AU:Animals & Pet Supplies | en-GB:Animals & Pet Supplies | en-US:Animals & Pet Supplies | es-ES:Productos para mascotas y animales | fr-CH:Animaux et articles pour animaux de compagnie | fr-FR:Animaux et articles pour animaux de compagnie | it-IT:Articoli per animali | ja-JP:ペット・ペット用品 | nl-NL:Dieren | no-NO:Dyr og kjæledyrutstyr | pl-PL:Zwierzęta i artykuły dla zwierząt | pt-BR:Animais e suprimentos para animais de estimação | ru-RU:Животные и товары для питомцев | sv-SE:Djur och tillbehör till husdjur | tr-TR:Hayvanlar ve Evcil Hayvan Ürünleri
1733 | 4 | http://www.wikidata.org/entity/Q5295 | cs-CZ:Elektronika > Elektronika – příslušenství > Paměti > RAM | da-DK:Elektronik > Elektronik – tilbehør > Hukommelse > RAM | de-CH:Elektronik > Elektronisches Zubehör > Speicher > RAM | de-DE:Elektronik > Elektronisches Zubehör > Speicher > RAM | en-AU:Electronics > Electronics Accessories > Memory > RAM | en-GB:Electronics > Electronics Accessories > Memory > RAM | en-US:Electronics > Electronics Accessories > Memory > RAM | es-ES:Electrónica > Accesorios electrónicos > Memorias > Memoria RAM | fr-CH:Appareils électroniques > Accessoires électroniques > Mémoire > RAM | fr-FR:Appareils électroniques > Accessoires électroniques > Mémoire > RAM | it-IT:Dispositivi elettronici > Accessori dispositivi elettronici > Memoria > RAM | ja-JP:電気製品 > 電気製品関連用品・PC周辺機器 > メモリ > RAM | nl-NL:Elektronica > Accessoires voor elektronica > Geheugen > RAM | no-NO:Elektronikk > Elektronikktilbehør > Minne > RAM | pl-PL:Elektronika > Akcesoria elektroniczne > Nośniki pamięci > RAM | pt-BR:Eletrônicos > Acessórios para eletrônicos > Memória > RAM | ru-RU:Электроника > Принадлежности для электроники > Память > ОЗУ | sv-SE:Elektronik > Elektroniktillbehör > Minne > RAM-minne | tr-TR:Elektronik > Elektronik Alet Aksesuarları > Bellek > RAM
1735 | 4 | http://www.wikidata.org/entity/Q116970733 | cs-CZ:Kutilství a řemeslo > Stavební spotřební materiál > Chemikálie > Neutralizátory kyselin | da-DK:Isenkram > Forbrugsvarer til hjemmet > Kemikalier > Syreneutralisering | de-CH:Heimwerkerbedarf > Baumaterial > Chemikalien > Säureneutralisierer | de-DE:Heimwerkerbedarf > Baumaterial > Chemikalien > Säureneutralisierer | en-AU:Hardware > Building Consumables > Chemicals > Acid Neutralisers | en-GB:Hardware > Building Consumables > Chemicals > Acid Neutralisers | en-US:Hardware > Building Consumables > Chemicals > Acid Neutralizers | es-ES:Bricolaje > Consumibles para construcción > Productos químicos > Neutralizadores de ácido | fr-CH:Quincaillerie > Consommables de construction > Produits chimiques > Neutraliseurs d'acides | fr-FR:Quincaillerie > Consommables de construction > Produits chimiques > Neutraliseurs d'acides | it-IT:Articoli di ferramenta > Materiali di consumo per costruzioni > Prodotti chimici > Neutralizzatori di acidi | ja-JP:DIY用品 > 建築用消耗品 > 化学製品 > 酸中和剤 | nl-NL:Bouwmaterialen > Verbruiksartikelen voor de bouw > Chemicaliën > Zuurneutraliserende stoffen | no-NO:Jernvare > Utstyr til byggearbeid > Kjemikalier > Syrenøytralisatorer | pl-PL:Sprzęt > Materiały eksploatacyjne dla budownictwa > Chemikalia > Neutralizatory kwasów | pt-BR:Ferragens > Consumíveis para construção > Produtos químicos > Neutralizadores de ácido | ru-RU:Оборудование и технические изделия > Расходные строительные материалы > Химические вещества > Нейтрализаторы кислот | sv-SE:Metallprodukter > Byggvaror > Kemikalier > Syraneutraliserare | tr-TR:Hırdavat > Yapı Sarf Malzemeleri > Kimyasallar > Asit Nötralize Ediciler
1739 | 4 | http://www.wikidata.org/entity/Q117207431 | cs-CZ:Kutilství a řemeslo > Kutilství a řemeslo – příslušenství > Spojovací prvky > Šrouby a matice | da-DK:Isenkram > Isenkram – tilbehør > Fastgøringselementer > Møtrikker og bolte | de-CH:Heimwerkerbedarf > Bauzubehör > Befestigungselemente > Schrauben & Muttern | de-DE:Heimwerkerbedarf > Bauzubehör > Befestigungselemente > Schrauben & Muttern | en-AU:Hardware > Hardware Accessories > Hardware Fasteners > Nuts & Bolts | en-GB:Hardware > Hardware Accessories > Hardware Fasteners > Nuts & Bolts | en-US:Hardware > Hardware Accessories > Hardware Fasteners > Nuts & Bolts | es-ES:Bricolaje > Accesorios de bricolaje > Artículos de ferretería > Tuercas y pernos | fr-CH:Quincaillerie > Accessoires de quincaillerie > Fixations pour matériel > Écrous et boulons | fr-FR:Quincaillerie > Accessoires de quincaillerie > Fixations pour matériel > Écrous et boulons | it-IT:Articoli di ferramenta > Accessori ferramenta > Avvitatori da ferramenta > Dadi e bulloni | ja-JP:DIY用品 > DIY小物類 > 締結部品 > ナット・ボルト | nl-NL:Bouwmaterialen > Bouwbeslag > Bevestigingsmaterialen > Bouten en moeren | no-NO:Jernvare > Jernvaretilbehør > Festeelementer > Skruer og muttere | pl-PL:Sprzęt > Akcesoria do sprzętu > Akcesoria mocujące do sprzętu > Nakrętki i śruby | pt-BR:Ferragens > Acessórios para ferragens > Parafusos de hardware > Porcas e parafusos | ru-RU:Оборудование и технические изделия > Строительные расходные материалы > Крепежные изделия > Гайки и болты | sv-SE:Metallprodukter > Tillbehör till järnvaror > Fästen > Skruvar och muttrar | tr-TR:Hırdavat > Tesisat Aksesuarları > Teçhizat Bağlama Elemanları > Somunlar ve Cıvatalar
1744 | 4 | http://www.wikidata.org/entity/Q117207733 | cs-CZ:Dům a zahrada > Domácí spotřebiče – příslušenství > Ohřívače vody, bojlery – příslušenství > Díly pro ohřívače vody | da-DK:Hjem og have > Husholdningsapparater – tilbehør > Vandvarmer – tilbehør > Vandvarmer – elementer | de-CH:Heim & Garten > Haushaltsgeräte-Zubehör > Boiler-Zubehör > Heizelemente | de-DE:Heim & Garten > Haushaltsgeräte-Zubehör > Boiler-Zubehör > Heizelemente | en-AU:Home & Garden > Household Appliance Accessories > Water Heater Accessories > Water Heater Elements | en-GB:Home & Garden > Household Appliance Accessories > Water Heater Accessories > Water Heater Elements | en-US:Home & Garden > Household Appliance Accessories > Water Heater Accessories > Water Heater Elements | es-ES:Casa y jardín > Accesorios para electrodomésticos > Accesorios para calentadores de agua > Elementos de calentador | fr-CH:Maison et jardin > Accessoires pour appareils électroménagers > Accessoires pour chauffe-eau > Éléments pour chauffe-eau | fr-FR:Maison et jardin > Accessoires pour appareils électroménagers > Accessoires pour chauffe-eau > Éléments pour chauffe-eau | it-IT:Casa e giardino > Accessori elettrodomestici > Accessori riscaldatori ad acqua > Elementi riscaldatori | ja-JP:ホーム・ガーデン > 家電関連用品 > 湯沸器・給湯器関連用品 > 湯沸器・給湯器部品 | nl-NL:Huis en tuin > Accessoires voor huishoudelijke apparaten > Accessoires voor boilers > Verwarmingselementen | no-NO:Hjem og hage > Tilbehør til husholdningsapparater > Tilbehør til varmtvannsberedere > Varmtvannselementer | pl-PL:Dom i ogród > Akcesoria do sprzętu AGD > Akcesoria do podgrzewaczy wody > Elementy podgrzewaczy wody | pt-BR:Casa e jardim > Acessórios para eletrodomésticos > Acessórios para aquecedores de água > Elementos para aquecedores | ru-RU:Дом и сад > Принадлежности для бытовых приборов > Принадлежности для водонагревателей > Нагревательные элементы для водонагревателей | sv-SE:Hem och trädgård > Tillbehör till hushållsapparater > Tillbehör till varmvattenberedare > Varmvattenbatterier | tr-TR:Ev ve Bahçe > Ev Aleti Aksesuarları > Termosifon Aksesuarları > Termosifon Elemanları
1749 | 4 | http://www.wikidata.org/entity/Q1754157 | cs-CZ:Kutilství a řemeslo > Stavební spotřební materiál > Chemikálie > Čističe odpadů | da-DK:Isenkram > Forbrugsvarer til hjemmet > Kemikalier > Afløbsrensere | de-CH:Heimwerkerbedarf > Baumaterial > Chemikalien > Abflussreiniger | de-DE:Heimwerkerbedarf > Baumaterial > Chemikalien > Abflussreiniger | en-AU:Hardware > Building Consumables > Chemicals > Drain Cleaners | en-GB:Hardware > Building Consumables > Chemicals > Drain Cleaners | en-US:Hardware > Building Consumables > Chemicals > Drain Cleaners | es-ES:Bricolaje > Consumibles para construcción > Productos químicos > Limpiadores para desagües | fr-CH:Quincaillerie > Consommables de construction > Produits chimiques > Produits de débouchage | fr-FR:Quincaillerie > Consommables de construction > Produits chimiques > Produits de débouchage | it-IT:Articoli di ferramenta > Materiali di consumo per costruzioni > Prodotti chimici > Liquidi disgorganti | ja-JP:DIY用品 > 建築用消耗品 > 化学製品 > 排水管用洗剤 | nl-NL:Bouwmaterialen > Verbruiksartikelen voor de bouw > Chemicaliën > Gootsteenontstopper | no-NO:Jernvare > Utstyr til byggearbeid > Kjemikalier > Avløpsrensemidler | pl-PL:Sprzęt > Materiały eksploatacyjne dla budownictwa > Chemikalia > Środki do czyszczenia rur | pt-BR:Ferragens > Consumíveis para construção > Produtos químicos > Limpadores de ralos | ru-RU:Оборудование и технические изделия > Расходные строительные материалы > Химические вещества > Средства для чистки канализационных систем | sv-SE:Metallprodukter > Byggvaror > Kemikalier > Propplösare | tr-TR:Hırdavat > Yapı Sarf Malzemeleri > Kimyasallar > Gider Temizleyiciler
1755 | 4 | http://www.wikidata.org/entity/Q234901 | cs-CZ:Jídlo, pití a tabák > Potraviny > Ovoce a zelenina > Sušené ovoce | da-DK:Fødevarer, drikkevarer og tobak > Fødevarer > Frugt og grøntsager > Tørrede frugter | de-CH:Nahrungsmittel, Getränke & Tabak > Lebensmittel > Obst & Gemüse > Getrocknete Früchte | de-DE:Nahrungsmittel, Getränke & Tabak > Lebensmittel > Obst & Gemüse > Getrocknete Früchte | en-AU:Food, Beverages & Tobacco > Food Items > Fruit & Vegetables > Dried Fruit | en-GB:Food, Beverages & Tobacco > Food Items > Fruit & Vegetables > Dried Fruit | en-US:Food, Beverages & Tobacco > Food Items > Fruits & Vegetables > Dried Fruits | es-ES:Alimentación, bebida y tabaco > Alimentos > Frutas y verduras > Frutas secas | fr-CH:Alimentation, boissons et tabac > Aliments > Fruits et légumes > Fruits secs | fr-FR:Alimentation, boissons et tabac > Aliments > Fruits et légumes > Fruits secs | it-IT:Cibo, bevande e tabacco > Alimenti > Frutta e verdura > Frutta disidratata | ja-JP:食品・飲料 > 食品 > 野菜・果物 > ドライフルーツ | nl-NL:Eten, drinken en tabak > Voedselitems > Fruit en groente > Gedroogd fruit | no-NO:Mat, drikke og tobakk > Matvarer > Frukt og grønnsaker > Tørket frukt | pl-PL:Żywność, napoje i tytoń > Żywność > Owoce i warzywa > Suszone owoce | pt-BR:Alimentos, bebidas e tabaco > Alimentos > Frutas e vegetais > Frutas secas | ru-RU:Продукты, напитки и табачные изделия > Пищевые продукты > Фрукты и овощи > Сухофрукты | sv-SE:Mat, dryck och tobak > Livsmedel > Frukter och grönsaker > Torkad frukt | tr-TR:Yiyecek, İçecekler ve Tütün Mamülleri > Yiyecek Çeşitleri > Meyve ve Sebzeler > Kurutulmuş Meyve
1763 | 4 | http://www.wikidata.org/entity/Q116961918 | cs-CZ:Elektronika > Elektronika – příslušenství > Kabely > Systémové a napájecí kabely | da-DK:Elektronik > Elektronik – tilbehør > Kabler > System- og strømkabler | de-CH:Elektronik > Elektronisches Zubehör > Kabel > System- & Netzkabel | de-DE:Elektronik > Elektronisches Zubehör > Kabel > System- & Netzkabel | en-AU:Electronics > Electronics Accessories > Cables > Systems & Power Cables | en-GB:Electronics > Electronics Accessories > Cables > Systems & Power Cables | en-US:Electronics > Electronics Accessories > Cables > System & Power Cables | es-ES:Electrónica > Accesorios electrónicos > Cables > Cables de alimentación | fr-CH:Appareils électroniques > Accessoires électroniques > Câbles pour appareils électroniques > Câbles système et d'alimentation | fr-FR:Appareils électroniques > Accessoires électroniques > Câbles pour appareils électroniques > Câbles système et d'alimentation | it-IT:Dispositivi elettronici > Accessori dispositivi elettronici > Cavi > Cavi sistemi e alimentazione | ja-JP:電気製品 > 電気製品関連用品・PC周辺機器 > ケーブル > システムケーブル・電源ケーブル | nl-NL:Elektronica > Accessoires voor elektronica > Kabels > Systeem- en voedingskabels | no-NO:Elektronikk > Elektronikktilbehør > Kabler > System- og strømkabler | pl-PL:Elektronika > Akcesoria elektroniczne > Kable > Kable systemowe i zasilające | pt-BR:Eletrônicos > Acessórios para eletrônicos > Cabos > Cabos para eletricidade e sistemas | ru-RU:Электроника > Принадлежности для электроники > Кабели > Системные и силовые кабели | sv-SE:Elektronik > Elektroniktillbehör > Kablar > System- och strömkablar | tr-TR:Elektronik > Elektronik Alet Aksesuarları > Kablolar > Sistem ve Güç Kabloları
1767 | 4 | http://www.wikidata.org/entity/Q1541597 | cs-CZ:Elektronika > Elektronika – příslušenství > Paměti > Grafická paměť | da-DK:Elektronik > Elektronik – tilbehør > Hukommelse > Videohukommelse | de-CH:Elektronik > Elektronisches Zubehör > Speicher > Videospeicher | de-DE:Elektronik > Elektronisches Zubehör > Speicher > Videospeicher | en-AU:Electronics > Electronics Accessories > Memory > Video Memory | en-GB:Electronics > Electronics Accessories > Memory > Video Memory | en-US:Electronics > Electronics Accessories > Memory > Video Memory | es-ES:Electrónica > Accesorios electrónicos > Memorias > Memoria de vídeo | fr-CH:Appareils électroniques > Accessoires électroniques > Mémoire > Mémoire vidéo | fr-FR:Appareils électroniques > Accessoires électroniques > Mémoire > Mémoire vidéo | it-IT:Dispositivi elettronici > Accessori dispositivi elettronici > Memoria > Memoria video | ja-JP:電気製品 > 電気製品関連用品・PC周辺機器 > メモリ > ビデオメモリ | nl-NL:Elektronica > Accessoires voor elektronica > Geheugen > Videogeheugen | no-NO:Elektronikk > Elektronikktilbehør > Minne > Grafikkminne | pl-PL:Elektronika > Akcesoria elektroniczne > Nośniki pamięci > Pamięć wideo | pt-BR:Eletrônicos > Acessórios para eletrônicos > Memória > Memória de vídeo | ru-RU:Электроника > Принадлежности для электроники > Память > Видеопамять | sv-SE:Elektronik > Elektroniktillbehör > Minne > Grafikminne | tr-TR:Elektronik > Elektronik Alet Aksesuarları > Bellek > Video Belleği
1772 | 4 | http://www.wikidata.org/entity/Q855691 | cs-CZ:Oblečení a doplňky > Oblečení > Spodní prádlo a ponožky > Dámské prádlo | da-DK:Tøj og tilbehør > Tøj > Undertøj og sokker > Lingerie | de-CH:Bekleidung & Accessoires > Bekleidung > Unterwäsche & Socken > Dessous | de-DE:Bekleidung & Accessoires > Bekleidung > Unterwäsche & Socken > Dessous | en-AU:Clothing & Accessories > Clothing > Underwear & Socks > Lingerie | en-GB:Clothing & Accessories > Clothing > Underwear & Socks > Lingerie | en-US:Apparel & Accessories > Clothing > Underwear & Socks > Lingerie | es-ES:Ropa y accesorios > Prendas de vestir > Ropa interior y calcetines > Lencería | fr-CH:Vêtements et accessoires > Vêtements > Sous-vêtements et chaussettes > Lingerie | fr-FR:Vêtements et accessoires > Vêtements > Sous-vêtements et chaussettes > Lingerie | it-IT:Abbigliamento e accessori > Abbigliamento > Biancheria intima e calze > Lingerie | ja-JP:ファッション・アクセサリー > 衣料品 > 下着・靴下 > ランジェリー | nl-NL:Kleding en accessoires > Kleding > Ondergoed en sokken > Lingerie | no-NO:Klær og tilbehør > Klær > Undertøy og sokker > Dameundertøy | pl-PL:Ubrania i akcesoria > Ubrania > Bielizna i skarpety > Bielizna damska | pt-BR:Vestuário e acessórios > Roupas > Roupas íntimas e meias > Lingerie | ru-RU:Предметы одежды и принадлежности > Одежда > Носки и нижнее белье > Женское белье | sv-SE:Kläder och accessoarer > Kläder > Underkläder och strumpor > Damunderkläder | tr-TR:Kıyafet ve Aksesuarlar > Giyim Eşyaları > İç Giyim ve Çoraplar > Kadın İç Çamaşırları
1774 | 4 | http://www.wikidata.org/entity/Q1396432 | cs-CZ:Kutilství a řemeslo > Nářadí a nástroje > Malířské nástroje > Malířské válečky | da-DK:Isenkram > Redskaber > Maleredskaber > Maleruller | de-CH:Heimwerkerbedarf > Werkzeuge > Malerwerkzeug > Farbrollen | de-DE:Heimwerkerbedarf > Werkzeuge > Malerwerkzeug > Farbrollen | en-AU:Hardware > Tools > Painting Tools > Paint Rollers | en-GB:Hardware > Tools > Painting Tools > Paint Rollers | en-US:Hardware > Tools > Paint Tools > Paint Rollers | es-ES:Bricolaje > Herramientas > Herramientas de pintura > Rodillos | fr-CH:Quincaillerie > Outils > Outils de peinture > Rouleaux à peinture | fr-FR:Quincaillerie > Outils > Outils de peinture > Rouleaux à peinture | it-IT:Articoli di ferramenta > Utensili > Articoli per verniciatura > Rulli per vernici | ja-JP:DIY用品 > 工具 > 塗装用品 > ペイントローラー | nl-NL:Bouwmaterialen > Gereedschap > Verfbenodigdheden > Verfrollers | no-NO:Jernvare > Verktøy > Maleverktøy > Malerruller | pl-PL:Sprzęt > Narzędzia > Narzędzia malarskie > Wałki malarskie | pt-BR:Ferragens > Ferramentas > Ferramentas para pintura > Rolos de pintura | ru-RU:Оборудование и технические изделия > Инструменты > Малярные инструменты > Малярные валики | sv-SE:Metallprodukter > Verktyg > Målarverktyg > Rollers | tr-TR:Hırdavat > Aletler > Boya Aletleri > Boya Ruloları
1783 | 4 | http://www.wikidata.org/entity/Q117208252 | cs-CZ:Pro dospělé > Zbraně > Střelné zbraně – údržba a příslušenství > Pouzdra na zbraně | da-DK:Voksne > Våben > Pistoler – tilbehør > Pistolhylstre | de-CH:Für Erwachsene > Waffen > Schusswaffenzubehör > Pistolentaschen | de-DE:Für Erwachsene > Waffen > Schusswaffenzubehör > Pistolentaschen | en-AU:Mature > Weapons > Gun Care & Accessories > Gun Holsters | en-GB:Mature > Weapons > Gun Care & Accessories > Gun Holsters | en-US:Mature > Weapons > Gun Care & Accessories > Gun Holsters | es-ES:Productos para adultos > Armas > Accesorios y cuidado de armas de fuego > Fundas de pistola | fr-CH:Adulte > Armes > Accessoires et entretien des armes à feu > Étuis de revolver | fr-FR:Adulte > Armes > Accessoires et entretien des armes à feu > Étuis de revolver | it-IT:Articoli per adulti > Armi > Accessori e pulizia armi > Fondine pistole | ja-JP:成人向け > 武器 > 銃関連用品 > ガンホルスター | nl-NL:Volwassenen > Wapens > Accessoires voor vuurwapens > Vuurwapenholsters | no-NO:Voksne > Våpen > Våpentilbehør > Pistolhylstre | pl-PL:Artykuły dla dorosłych > Broń > Konserwacja i akcesoria do broni palnej > Kabury | pt-BR:Adultos > Armas > Acessórios e cuidados para armas > Coldres para armas | ru-RU:Товары для взрослых > Оружие > Принадлежности для огнестрельного оружия и средства для ухода за ним > Кобуры для огнестрельного оружия | sv-SE:Avsett för vuxna > Vapen > Skötselprodukter och tillbehör till eldvapen > Hölster | tr-TR:Yetişkinlere Yönelik Ürünler > Silahlar > Silah Bakımı ve Aksesuarları > Silah Kılıfları
1785 | 4 | http://www.wikidata.org/entity/Q116971238 | cs-CZ:Kutilství a řemeslo > Nářadí a nástroje > Měřicí nástroje a přístroje > Sondy a vyhledávače | da-DK:Isenkram > Redskaber > Måleredskaber og -sensorer > Sonder og søgere | de-CH:Heimwerkerbedarf > Werkzeuge > Messwerkzeuge & Messwertgeber > Sonden & Suchgeräte | de-DE:Heimwerkerbedarf > Werkzeuge > Messwerkzeuge & Messwertgeber > Sonden & Suchgeräte | en-AU:Hardware > Tools > Measuring Tools & Sensors > Probes & Finders | en-GB:Hardware > Tools > Measuring Tools & Sensors > Probes & Finders | en-US:Hardware > Tools > Measuring Tools & Sensors > Probes & Finders | es-ES:Bricolaje > Herramientas > Sensores y herramientas de medida > Sondas y visores | fr-CH:Quincaillerie > Outils > Outils de mesure et détecteurs > Sondes et détecteurs | fr-FR:Quincaillerie > Outils > Outils de mesure et détecteurs > Sondes et détecteurs | it-IT:Articoli di ferramenta > Utensili > Strumenti/sensori misurazione > Sonde e rilevatori | ja-JP:DIY用品 > 工具 > 測定機器・センサー > 探知機・検査器 | nl-NL:Bouwmaterialen > Gereedschap > Meethulpmiddelen en sensoren > Detectieapparaten | no-NO:Jernvare > Verktøy > Måleverktøy og sensorer > Sonder og søkere | pl-PL:Sprzęt > Narzędzia > Narzędzia pomiarowe i czujniki > Sondy i lokalizatory | pt-BR:Ferragens > Ferramentas > Sensores e ferramentas para medição > Sondas e detectores | ru-RU:Оборудование и технические изделия > Инструменты > Измерительные инструменты и датчики > Зонды и локаторы | sv-SE:Metallprodukter > Verktyg > Mätverktyg och sensorer > Sonder och sökare | tr-TR:Hırdavat > Aletler > Ölçüm Aletleri ve Sensörler > Sondalar ve Bulucular
1794 | 4 | http://www.wikidata.org/entity/Q117208061 | cs-CZ:Dům a zahrada > Trávníky a zahrady > Zahradničení > Písky a zeminy | da-DK:Hjem og have > Græsplæne og have > Havearbejde > Sand og jord | de-CH:Heim & Garten > Rasen & Garten > Gartenbau > Sand & Gartenerde | de-DE:Heim & Garten > Rasen & Garten > Gartenbau > Sand & Gartenerde | en-AU:Home & Garden > Lawn & Garden > Gardening > Sands & Soils | en-GB:Home & Garden > Lawn & Garden > Gardening > Sands & Soils | en-US:Home & Garden > Lawn & Garden > Gardening > Sands & Soils | es-ES:Casa y jardín > Jardín > Jardinería > Tierra y arena | fr-CH:Maison et jardin > Pelouses et jardins > Jardinage > Sable et terreau | fr-FR:Maison et jardin > Pelouses et jardins > Jardinage > Sable et terreau | it-IT:Casa e giardino > Prato e giardino > Giardinaggio > Sabbie e suoli | ja-JP:ホーム・ガーデン > ガーデン用品・ガーデン機器 > ガーデニング > 砂・土 | nl-NL:Huis en tuin > Tuin en gazon > Tuinieren > Zand en grond | no-NO:Hjem og hage > Plen og hage > Hagestell > Sand og jord | pl-PL:Dom i ogród > Trawnik i ogród > Ogrodnictwo > Piaski i gleby | pt-BR:Casa e jardim > Gramado e jardim > Jardinagem > Areia e terra | ru-RU:Дом и сад > Товары для газонов и садовых участков > Товары для садоводства > Песок и почва | sv-SE:Hem och trädgård > Gräsmatta och trädgård > Trädgårdsskötsel > Jord och sand | tr-TR:Ev ve Bahçe > Çim ve Bahçe > Bahçecilik > Kumlar ve Topraklar
1799 | 4 | http://www.wikidata.org/entity/Q116971221 | cs-CZ:Kutilství a řemeslo > Nářadí a nástroje > Zednické nástroje > Lemovačky | da-DK:Isenkram > Redskaber > Mureværktøj > Kantskærere | de-CH:Heimwerkerbedarf > Werkzeuge > Bauwerkzeuge > Kanten- & Schneidwerkzeuge | de-DE:Heimwerkerbedarf > Werkzeuge > Bauwerkzeuge > Kanten- & Schneidwerkzeuge | en-AU:Hardware > Tools > Masonry Tools > Masonry Edgers & Groovers | en-GB:Hardware > Tools > Masonry Tools > Masonry Edgers & Groovers | en-US:Hardware > Tools > Masonry Tools > Masonry Edgers & Groovers | es-ES:Bricolaje > Herramientas > Herramientas de albañilería > Cortabordes | fr-CH:Quincaillerie > Outils > Outils de maçonnerie > Dresseuses de maçonnerie | fr-FR:Quincaillerie > Outils > Outils de maçonnerie > Dresseuses de maçonnerie | it-IT:Articoli di ferramenta > Utensili > Attrezzi per muratura > Profilatori per bordi | ja-JP:DIY用品 > 工具 > 左官・舗装用ツール > 左官エッジャー | nl-NL:Bouwmaterialen > Gereedschap > Benodigdheden voor metselen > Hoektroffels en voegtrekkers | no-NO:Jernvare > Verktøy > Murerverktøy > Murerskjeer og kantskjeer | pl-PL:Sprzęt > Narzędzia > Narzędzia murarskie > Obrzynarki | pt-BR:Ferragens > Ferramentas > Ferramentas para alvenaria > Acabamento de bordas | ru-RU:Оборудование и технические изделия > Инструменты > Инструменты для каменной кладки > Шлифовальные машины | sv-SE:Metallprodukter > Verktyg > Murningsverktyg > Kantslevar | tr-TR:Hırdavat > Aletler > Duvarcı Aletleri > Duvar Kenar Malaları ve Oyuk Açıcıları
1806 | 4 | http://www.wikidata.org/entity/Q117208251 | cs-CZ:Pro dospělé > Zbraně > Střelné zbraně – údržba a příslušenství > Rukojeti zbraní | da-DK:Voksne > Våben > Pistoler – tilbehør > Pistolgreb | de-CH:Für Erwachsene > Waffen > Schusswaffenzubehör > Schusswaffengriffe | de-DE:Für Erwachsene > Waffen > Schusswaffenzubehör > Schusswaffengriffe | en-AU:Mature > Weapons > Gun Care & Accessories > Gun Grips | en-GB:Mature > Weapons > Gun Care & Accessories > Gun Grips | en-US:Mature > Weapons > Gun Care & Accessories > Gun Grips | es-ES:Productos para adultos > Armas > Accesorios y cuidado de armas de fuego > Empuñaduras para pistolas | fr-CH:Adulte > Armes > Accessoires et entretien des armes à feu > Poignées de revolver | fr-FR:Adulte > Armes > Accessoires et entretien des armes à feu > Poignées de revolver | it-IT:Articoli per adulti > Armi > Accessori e pulizia armi > Impugnature pistole | ja-JP:成人向け > 武器 > 銃関連用品 > 銃把 | nl-NL:Volwassenen > Wapens > Accessoires voor vuurwapens > Grepen voor vuurwapens | no-NO:Voksne > Våpen > Våpentilbehør > Pistolgrep | pl-PL:Artykuły dla dorosłych > Broń > Konserwacja i akcesoria do broni palnej > Rękojeści broni palnej | pt-BR:Adultos > Armas > Acessórios e cuidados para armas > Culatras | ru-RU:Товары для взрослых > Оружие > Принадлежности для огнестрельного оружия и средства для ухода за ним > Рукоятки для огнестрельного оружия | sv-SE:Avsett för vuxna > Vapen > Skötselprodukter och tillbehör till eldvapen > Pistolgrepp | tr-TR:Yetişkinlere Yönelik Ürünler > Silahlar > Silah Bakımı ve Aksesuarları > Silah Kabzaları
1807 | 4 | http://www.wikidata.org/entity/Q116960179 | cs-CZ:Oblečení a doplňky > Oblečení > Spodní prádlo a ponožky > Podvlékačky | da-DK:Tøj og tilbehør > Tøj > Undertøj og sokker > Lange underbukser | de-CH:Bekleidung & Accessoires > Bekleidung > Unterwäsche & Socken > Lange Unterhosen | de-DE:Bekleidung & Accessoires > Bekleidung > Unterwäsche & Socken > Lange Unterhosen | en-AU:Clothing & Accessories > Clothing > Underwear & Socks > Long Johns | en-GB:Clothing & Accessories > Clothing > Underwear & Socks > Long Johns | en-US:Apparel & Accessories > Clothing > Underwear & Socks > Long Johns | es-ES:Ropa y accesorios > Prendas de vestir > Ropa interior y calcetines > Ropa interior térmica | fr-CH:Vêtements et accessoires > Vêtements > Sous-vêtements et chaussettes > Caleçons longs | fr-FR:Vêtements et accessoires > Vêtements > Sous-vêtements et chaussettes > Caleçons longs | it-IT:Abbigliamento e accessori > Abbigliamento > Biancheria intima e calze > Calzamaglie intime uomo | ja-JP:ファッション・アクセサリー > 衣料品 > 下着・靴下 > ももひき | nl-NL:Kleding en accessoires > Kleding > Ondergoed en sokken > Lange onderbroek | no-NO:Klær og tilbehør > Klær > Undertøy og sokker > Lange underbukser | pl-PL:Ubrania i akcesoria > Ubrania > Bielizna i skarpety > Kalesony | pt-BR:Vestuário e acessórios > Roupas > Roupas íntimas e meias > Ceroulas | ru-RU:Предметы одежды и принадлежности > Одежда > Носки и нижнее белье > Теплые кальсоны | sv-SE:Kläder och accessoarer > Kläder > Underkläder och strumpor > Långkalsonger | tr-TR:Kıyafet ve Aksesuarlar > Giyim Eşyaları > İç Giyim ve Çoraplar > Uzun Paçalı Donlar
